,artist,track,Week,Ranking
22673,"Jackson, Alan",www.memory,72,101
22674,Vitamin C,The Itch,72,101
22675,"Eastsidaz, The",G'D Up,72,101
22676,Ideal,Whatever,72,101
22677,"Thomas, Carl",Emotional,72,101
22678,Ginuwine,None Of Ur Friends Business,72,101
22679,"Davidson, Clay",Unconditional,72,101
22680,DMX,What You Want,72,101
22681,"John, Elton",Someday Out Of The Blue,72,101
22682,Pearl Jam,Nothing As It Seems,72,101
22683,Mya,The Best Of Me,72,101
22684,"Heatherly, Eric",Flowers On The Wall,72,101
22685,Eminem,Stan,72,101
22686,"McEntire, Reba",I'll Be,72,101
22687,"Lopez, Jennifer",Feelin' Good,72,101
22688,"Urban, Keith",Your Everything,72,101
22689,TLC,Dear Lie,72,101
22690,"Gill, Vince",Feels Like Love,72,101
22691,"Houston, Whitney",Could I Have This Kiss Forever,72,101
22692,Bloodhound Gang,The Bad Touch,72,101
22693,"Williams, Robbie",Angels,72,101
22694,"Messina, Jo Dee",Because You Love Me,72,101
22695,"Keith, Toby",Country Comes To Town,72,101
22696,Beenie Man,Girls Dem Sugar,72,101
22697,"Hill, Faith",Let's Make Love,72,101
22698,Kelis,Caught Out There,72,101
22699,Jay-Z,Anything,72,101
22700,3 Doors Down,Loser,72,101
22701,Brooks & Dunn,You'll Always Be Loved By Me,72,101
22702,"Chesney, Kenny",What I Need To Do,72,101
22703,"Stone, Angie",No More Rain (In This Cloud),72,101
22704,Da Brat,That's What I'm Looking For,72,101
22705,SheDaisy,This Woman Needs,72,101
22706,Papa Roach,Last Resort,72,101
22707,"Adams, Yolanda",Open My Heart,72,101
22708,Shyne,Bad Boyz,72,101
22709,R.E.M.,The Great Beyond,72,101
22710,"Diffie, Joe",It's Always Somethin',72,101
22711,"McGraw, Tim",Some Things Never Change,72,101
22712,"Henley, Don",Taking You Home,72,101
22713,Eminem,The Way I Am,72,101
22714,Nas,You Owe Me,72,101
22715,Sister Hazel,Change Your Mind,72,101
22716,Puff Daddy,Best Friend,72,101
22717,"McBride, Martina",There You Are,72,101
22718,Usher,Pop Ya Collar,72,101
22719,Lil' Kim,No Matter What They Say,72,101
22720,LFO,I Don't Wanna Kiss You Goodnight,72,101
22721,SheDaisy,Deck The Halls,72,101
22722,Splender,I Think God Can Explain,72,101
22723,"Simpson, Jessica",Where You Are,72,101
22724,M2M,Mirror Mirror,72,101
22725,Kumbia Kings,U Don't Love Me,72,101
22726,Joe,Treat Her Like A Lady,72,101
22727,"Blige, Mary J.",Deep Inside,72,101
22728,"Price, Kelly",You Should've Told Me,72,101
22729,Changing Faces,That Other Woman,72,101
22730,"Wright, Chely",It Was,72,101
22731,Limp Bizkit,Rollin',72,101
22732,Hot Boys,I Need A Hot Girl,72,101
22733,Jay-Z,Do It Again (Put Ya Hands Up),72,101
22734,"Adkins, Trace",More,72,101
22735,"Dixie Chicks, The",Cold Day In July,72,101
22736,"Price, Kelly",As We Lay,72,101
22737,DMX,What's My Name,72,101
22738,"Martin, Ricky",Private Emotion,72,101
22739,Nine Days,If I Am,72,101
22740,"Blige, Mary J.",Give Me You,72,101
22741,Red Hot Chili Peppers,Californication,72,101
22742,Third Eye Blind,Deep Inside Of You,72,101
22743,"Brooks, Garth",Do What You Gotta Do,72,101
22744,"Offspring, The",Original Prankster,72,101
22745,"Anthony, Marc",My Baby You,72,101
22746,"Houston, Whitney","Same Script, Different Cast",72,101
22747,D'Angelo,Left & Right,72,101
22748,"Kravitz, Lenny",I Belong To You,72,101
22749,"Loveless, Patty",That's The Kind Of Mood I'm In,72,101
22750,Q-Tip,Breathe And Stop,72,101
22751,"Rimes, LeAnn",Can't Fight The Moonlight,72,101
22752,Lil Wayne,Tha Block Is Hot,72,101
22753,2 Pac,Baby Don't Cry (Keep Ya Head Up II),72,101
22754,"Wallflowers, The",Sleepwalker,72,101
22755,Drama,"Left, Right, Left",72,101
22756,Limp Bizkit,N 2 Gether Now,72,101
22757,Lox,"Ryde or Die, Chick",72,101
22758,Ying Yang Twins,Whistle While You Twurk,72,101
22759,"Walker, Clay","Live, Laugh, Love",72,101
22760,Metallica,No Leaf Clover (Live),72,101
22761,Yankee Grey,Another Nine Minutes,72,101
22762,"Bega, Lou",Tricky Tricky ,72,101
22763,Big Punisher,It's So Hard,72,101
22764,"Worley, Darryl",When You Need My Love,72,101
22765,Lil' Kim,How Many Licks?,72,101
22766,"Clark, Terri",A Little Gasoline,72,101
22767,"Brock, Chad",A Country Boy Can Survive,72,101
22768,"Cagle, Chris",My Love Goes On And On,72,101
22769,"Byrd, Tracy",Put Your Hand In Mine,72,101
22770,Metallica,I Disappear,72,101
22771,Jay-Z,Hey Papi,72,101
22772,Fatboy Slim,The Rockafeller Skank,72,101
22773,"Levert, Gerald",Mr. Too Damn Good,72,101
22774,"McKnight, Brian",Stay Or Let It Go,72,101
22775,"Allan, Gary",Smoke Rings In The Dark,72,101
22776,Ginuwine,The Best Man I Can Be,72,101
22777,Before Dark,Monica,72,101
22778,"Estefan, Gloria",No Me Dejes De Querer,72,101
22779,Stone Temple Pilots,Sour Girl,72,101
22780,Montgomery Gentry,Daddy Won't Sell The Farm,72,101
22781,"Cyrus, Billy Ray",You Won't Be Lonely Now,72,101
22782,Clark Family Experience,Meanwhile Back At The Ranch,72,101
22783,"Thomas, Carl",Summer Rain,72,101
22784,"Yearwood, Trisha",Real Live Woman,72,101
22785,Trick Daddy,Shut Up,72,101
22786,"Moore, Chante",Straight Up,72,101
22787,Cam'ron,What Means The World To You,72,101
22788,Juvenile,U Understand,72,101
22789,"Hollister, Dave",Can't Stay,72,101
22790,Tamia,Can't Go For That,72,101
22791,LFO,West Side Story,72,101
22792,"Paisley, Brad",Me Neither,72,101
22793,"Carter, Torrey",Take That,72,101
22794,2Ge+her,The Hardest Part Of Breaking Up (Is Getting Back Your Stuff),72,101
22795,Madison Avenue,Don't Call Me Baby,72,101
22796,Eve,Got It All,72,101
22797,Limp Bizkit,Re-Arranged,72,101
22798,"Spencer, Tracie",Still In My Heart,72,101
22799,Nu Flavor,3 Little Words,72,101
22800,Tamar,If You Don't Wanna Love Me,72,101
22801,"Levert, Gerald",Baby U Are,72,101
22802,"Hart, Beth",L.A. Song,72,101
22803,"Diffie, Joe",The Quittin' Kind,72,101
22804,Funkmaster Flex,Do You,72,101
22805,"Price, Kelly",Love Sets You Free,72,101
22806,En Vogue,Riddle,72,101
22807,"Herndon, Ty",No Mercy,72,101
22808,Anastacia,I'm Outta Love,72,101
22809,Trina,Pull Over,72,101
22810,Lil' Mo,Ta Da,72,101
22811,A*Teens,Dancing Queen,72,101
22812,"Sheist, Shade",Where I Wanna Be,72,101
22813,De La Soul,All Good?,72,101
22814,"Larrieux, Amel",Get Up,72,101
22815,"Braxton, Toni",Spanish Guitar,72,101
22816,Tuesday,I Know,72,101
22817,LL Cool J,Imagine That,72,101
22818,Master P,Souljas,72,101
22819,Ghostface Killah,Cherchez LaGhost,72,101
22820,"Smith, Will",Freakin' It,72,101
22821,Zombie Nation,Kernkraft 400,72,101
22822,"Eastsidaz, The",Got Beef,72,101
22823,Fragma,Toca's Miracle,72,101
22824,Destiny's Child,Independent Women Part I,73,101
22825,Santana,"Maria, Maria",73,101
22826,Savage Garden,I Knew I Loved You,73,101
22827,Madonna,Music,73,101
22828,"Aguilera, Christina",Come On Over Baby (All I Want Is You),73,101
22829,Janet,Doesn't Really Matter,73,101
22830,Destiny's Child,Say My Name,73,101
22831,"Iglesias, Enrique",Be With You,73,101
22832,Sisqo,Incomplete,73,101
22833,Lonestar,Amazed,73,101
22834,N'Sync,It's Gonna Be Me,73,101
22835,"Aguilera, Christina",What A Girl Wants,73,101
22836,Vertical Horizon,Everything You Want,73,101
22837,Creed,With Arms Wide Open,73,101
22838,Aaliyah,Try Again,73,101
22839,matchbox twenty,Bent,73,101
22840,"Carey, Mariah",Thank God I Found You,73,101
22841,"Hill, Faith",Breathe,73,101
22842,Mya,Case Of The Ex (Whatcha Gonna Do),73,101
22843,Dream,He Loves U Not,73,101
22844,"Braxton, Toni",He Wasn't Man Enough,73,101
22845,"Anthony, Marc",You Sang To Me,73,101
22846,98¡,Give Me Just One Night (Una Noche),73,101
22847,Destiny's Child,Jumpin' Jumpin',73,101
22848,3 Doors Down,Kryptonite,73,101
22849,Sisqo,Thong Song,73,101
22850,"Aguilera, Christina",I Turn To You,73,101
22851,"Houston, Whitney",My Love Is Your Love,73,101
22852,Joe,I Wanna Know,73,101
22853,"Jordan, Montell",Get It On.. Tonite,73,101
22854,N'Sync,Bye Bye Bye,73,101
22855,Eminem,The Real Slim Shady,73,101
22856,Pink,Most Girls,73,101
22857,"Mumba, Samantha",Gotta Tell You,73,101
22858,Blaque,Bring It All To Me,73,101
22859,"Elliott, Missy ""Misdemeanor""",Hot Boyz,73,101
22860,"Gray, Macy",I Try,73,101
22861,N'Sync,This I Promise You,73,101
22862,Ruff Endz,No More,73,101
22863,"Backstreet Boys, The",Show Me The Meaning Of Being Lonely,73,101
22864,Nine Days,Absolutely (Story Of A Girl),73,101
22865,"Dion, Celine",That's The Way It Is,73,101
22866,Blink-182,All The Small Things,73,101
22867,Eiffel 65,Blue (Da Ba Dee),73,101
22868,"Badu, Erkyah",Bag Lady,73,101
22869,Pink,There U Go,73,101
22870,Creed,Higher,73,101
22871,Nelly,(Hot S**t) Country Grammar,73,101
22872,Next,Wifey,73,101
22873,Kenny G,Auld Lang Syne (The Millenium Mix),73,101
22874,Sonique,It Feels So Good,73,101
22875,"Spears, Britney",Oops!.. I Did It Again,73,101
22876,"Backstreet Boys, The",Shape Of My Heart,73,101
22877,Everclear,Wonderful,73,101
22878,Ja Rule,Between Me And You,73,101
22879,"Rimes, LeAnn",I Need You,73,101
22880,Smash Mouth,Then The Morning Comes,73,101
22881,Jay-Z,I Just Wanna Love U (Give It 2 Me),73,101
22882,Jagged Edge,Let's Get Married,73,101
22883,Filter,Take A Picture,73,101
22884,"Martin, Ricky",She Bangs,73,101
22885,Mystikal,Shake Ya Ass,73,101
22886,BBMak,Back Here,73,101
22887,"Spears, Britney",From The Bottom Of My Broken Heart,73,101
22888,Third Eye Blind,Never Let You Go,73,101
22889,Red Hot Chili Peppers,Otherside,73,101
22890,Profyle,Liar,73,101
22891,Barenaked Ladies,Pinch Me,73,101
22892,Jagged Edge,He Can't Love U,73,101
22893,504 Boyz,Wobble Wobble,73,101
22894,Sting,Desert Rose,73,101
22895,Jay-Z,Big Pimpin',73,101
22896,Kid Rock,Only God Knows Why,73,101
22897,Foo Fighters,Learn To Fly,73,101
22898,"Dixie Chicks, The",Goodbye Earl,73,101
22899,Guy,Dancin',73,101
22900,Lil Bow Wow,Bounce With Me,73,101
22901,Westlife,Swear It Again,73,101
22902,Train,Meet Virginia,73,101
22903,"Thomas, Carl",I Wish,73,101
22904,Hanson,This Time Around,73,101
22905,"Simpson, Jessica",I Think I'm In Love With You,73,101
22906,Ludacris,What's Your Fantasy,73,101
22907,Lil' Zane,Callin' Me,73,101
22908,M2M,Don't Say You Love Me,73,101
22909,SoulDecision,Faded,73,101
22910,"Brock, Chad",Yes!,73,101
22911,"Martin, Ricky",Shake Your Bon-Bon,73,101
22912,Vertical Horizon,You're A God,73,101
22913,Avant,Separated,73,101
22914,"Rimes, LeAnn",Big Deal,73,101
22915,IMx,Stay The Night,73,101
22916,Dr. Dre,The Next Episode,73,101
22917,"Spears, Britney",Lucky,73,101
22918,Savage Garden,Crash And Burn,73,101
22919,Kandi,Don't Think I'm Not,73,101
22920,Sammie,I Like It,73,101
22921,Goo Goo Dolls,Broadway,73,101
22922,"Moore, Mandy",I Wanna Be With You,73,101
22923,Dr. Dre,Forgot About Dre,73,101
22924,D'Angelo,Untitled (How Does It Feel),73,101
22925,"Messina, Jo Dee",That's The Way,73,101
22926,Avant,My First Love,73,101
22927,Son By Four,A Puro Dolor (Purest Of Pain),73,101
22928,Da Brat,What'Chu Like,73,101
22929,DMX,Party Up (Up In Here),73,101
22930,"Dixie Chicks, The",Cowboy Take Me Away,73,101
22931,"McGraw, Tim",My Next Thirty Years,73,101
22932,"Tritt, Travis",Best Of Intentions,73,101
22933,Alice Deejay,Better Off Alone,73,101
22934,Hoku,Another Dumb Blonde,73,101
22935,"Houston, Whitney",I Learned From The Best,73,101
22936,Counting Crows,Hanginaround,73,101
22937,Mary Mary,Shackles (Praise You),73,101
22938,"Carey, Mariah",Crybaby,73,101
22939,"McGraw, Tim",My Best Friend,73,101
22940,Sugar Ray,Falls Apart,73,101
22941,Madonna,American Pie,73,101
22942,"Jones, Donell",Where I Wanna Be,73,101
22943,"Paisley, Brad",We Danced,73,101
22944,Lonestar,What About Now,73,101
22945,"Backstreet Boys, The",The One,73,101
22946,"Keith, Toby",How Do You Like Me Now?!,73,101
22947,"Strait, George",The Best Day,73,101
22948,"Dixie Chicks, The",Without You,73,101
22949,Musiq,Just Friends (Sunny),73,101
22950,"McEntire, Reba",What Do You Say,73,101
22951,"Braxton, Toni",Just Be A Man About It,73,101
22952,"Iglesias, Enrique",Rhythm Divine,73,101
22953,"Fabian, Lara",I Will Love Again,73,101
22954,Bon Jovi,It's My Life,73,101
22955,"Evans, Sara",Born To Fly,73,101
22956,"Chesney, Kenny",I Lost It,73,101
22957,J-Shin,One Night Stand,73,101
22958,Eve,Love Is Blind,73,101
22959,Aaliyah,I Don't Wanna,73,101
22960,"Montgomery, John Michael",The Little Girl,73,101
22961,"Carter, Aaron",Aaron's Party (Come Get It),73,101
22962,"Vassar, Phil",Just Another Day In Paradise,73,101
22963,Ice Cube,You Can Do It,73,101
22964,"Wills, Mark",Back At One,73,101
22965,Lucy Pearl,Dance Tonight,73,101
22966,"Jackson, Alan",It Must Be Love,73,101
22967,"Griggs, Andy",She's More,73,101
22968,No Doubt,Simple Kind Of Life,73,101
22969,"Jean, Wyclef",911,73,101
22970,Rascal Flatts,Prayin' For Daylight,73,101
22971,Vitamin C,Graduation (Friends Forever),73,101
22972,"Gilman, Billy",One Voice,73,101
22973,Lonestar,Smile,73,101
22974,"Rogers, Kenny",Buy Me A Rose,73,101
22975,"Lawrence, Tracy",Lessons Learned,73,101
22976,"Strait, George",Go On,73,101
22977,Sisqo,Got To Get It,73,101
22978,Baha Men,Who Let The Dogs Out,73,101
22979,"Walker, Clay",The Chain Of Love,73,101
22980,"McBride, Martina",Love's The Only House,73,101
22981,Amber,Sexual (Li Da Di),73,101
22982,"Tippin, Aaron",Kiss This,73,101
22983,SheDaisy,I Will.. But,73,101
22984,"Raye, Collin",Couldn't Last A Moment,73,101
22985,Black Rob,Whoa!,73,101
22986,"Jackson, Alan",Pop A Top,73,101
22987,"Black, Clint",Been There,73,101
22988,Common,The Light,73,101
22989,"Vassar, Phil",Carlene,73,101
22990,"Jackson, Alan",www.memory,73,101
22991,Vitamin C,The Itch,73,101
22992,"Eastsidaz, The",G'D Up,73,101
22993,Ideal,Whatever,73,101
22994,"Thomas, Carl",Emotional,73,101
22995,Ginuwine,None Of Ur Friends Business,73,101
22996,"Davidson, Clay",Unconditional,73,101
22997,DMX,What You Want,73,101
22998,"John, Elton",Someday Out Of The Blue,73,101
22999,Pearl Jam,Nothing As It Seems,73,101
23000,Mya,The Best Of Me,73,101
23001,"Heatherly, Eric",Flowers On The Wall,73,101
23002,Eminem,Stan,73,101
23003,"McEntire, Reba",I'll Be,73,101
23004,"Lopez, Jennifer",Feelin' Good,73,101
23005,"Urban, Keith",Your Everything,73,101
23006,TLC,Dear Lie,73,101
23007,"Gill, Vince",Feels Like Love,73,101
23008,"Houston, Whitney",Could I Have This Kiss Forever,73,101
23009,Bloodhound Gang,The Bad Touch,73,101
23010,"Williams, Robbie",Angels,73,101
23011,"Messina, Jo Dee",Because You Love Me,73,101
23012,"Keith, Toby",Country Comes To Town,73,101
23013,Beenie Man,Girls Dem Sugar,73,101
23014,"Hill, Faith",Let's Make Love,73,101
23015,Kelis,Caught Out There,73,101
23016,Jay-Z,Anything,73,101
23017,3 Doors Down,Loser,73,101
23018,Brooks & Dunn,You'll Always Be Loved By Me,73,101
23019,"Chesney, Kenny",What I Need To Do,73,101
23020,"Stone, Angie",No More Rain (In This Cloud),73,101
23021,Da Brat,That's What I'm Looking For,73,101
23022,SheDaisy,This Woman Needs,73,101
23023,Papa Roach,Last Resort,73,101
23024,"Adams, Yolanda",Open My Heart,73,101
23025,Shyne,Bad Boyz,73,101
23026,R.E.M.,The Great Beyond,73,101
23027,"Diffie, Joe",It's Always Somethin',73,101
23028,"McGraw, Tim",Some Things Never Change,73,101
23029,"Henley, Don",Taking You Home,73,101
23030,Eminem,The Way I Am,73,101
23031,Nas,You Owe Me,73,101
23032,Sister Hazel,Change Your Mind,73,101
23033,Puff Daddy,Best Friend,73,101
23034,"McBride, Martina",There You Are,73,101
23035,Usher,Pop Ya Collar,73,101
23036,Lil' Kim,No Matter What They Say,73,101
23037,LFO,I Don't Wanna Kiss You Goodnight,73,101
23038,SheDaisy,Deck The Halls,73,101
23039,Splender,I Think God Can Explain,73,101
23040,"Simpson, Jessica",Where You Are,73,101
23041,M2M,Mirror Mirror,73,101
23042,Kumbia Kings,U Don't Love Me,73,101
23043,Joe,Treat Her Like A Lady,73,101
23044,"Blige, Mary J.",Deep Inside,73,101
23045,"Price, Kelly",You Should've Told Me,73,101
23046,Changing Faces,That Other Woman,73,101
23047,"Wright, Chely",It Was,73,101
23048,Limp Bizkit,Rollin',73,101
23049,Hot Boys,I Need A Hot Girl,73,101
23050,Jay-Z,Do It Again (Put Ya Hands Up),73,101
23051,"Adkins, Trace",More,73,101
23052,"Dixie Chicks, The",Cold Day In July,73,101
23053,"Price, Kelly",As We Lay,73,101
23054,DMX,What's My Name,73,101
23055,"Martin, Ricky",Private Emotion,73,101
23056,Nine Days,If I Am,73,101
23057,"Blige, Mary J.",Give Me You,73,101
23058,Red Hot Chili Peppers,Californication,73,101
23059,Third Eye Blind,Deep Inside Of You,73,101
23060,"Brooks, Garth",Do What You Gotta Do,73,101
23061,"Offspring, The",Original Prankster,73,101
23062,"Anthony, Marc",My Baby You,73,101
23063,"Houston, Whitney","Same Script, Different Cast",73,101
23064,D'Angelo,Left & Right,73,101
23065,"Kravitz, Lenny",I Belong To You,73,101
23066,"Loveless, Patty",That's The Kind Of Mood I'm In,73,101
23067,Q-Tip,Breathe And Stop,73,101
23068,"Rimes, LeAnn",Can't Fight The Moonlight,73,101
23069,Lil Wayne,Tha Block Is Hot,73,101
23070,2 Pac,Baby Don't Cry (Keep Ya Head Up II),73,101
23071,"Wallflowers, The",Sleepwalker,73,101
23072,Drama,"Left, Right, Left",73,101
23073,Limp Bizkit,N 2 Gether Now,73,101
23074,Lox,"Ryde or Die, Chick",73,101
23075,Ying Yang Twins,Whistle While You Twurk,73,101
23076,"Walker, Clay","Live, Laugh, Love",73,101
23077,Metallica,No Leaf Clover (Live),73,101
23078,Yankee Grey,Another Nine Minutes,73,101
23079,"Bega, Lou",Tricky Tricky ,73,101
23080,Big Punisher,It's So Hard,73,101
23081,"Worley, Darryl",When You Need My Love,73,101
23082,Lil' Kim,How Many Licks?,73,101
23083,"Clark, Terri",A Little Gasoline,73,101
23084,"Brock, Chad",A Country Boy Can Survive,73,101
23085,"Cagle, Chris",My Love Goes On And On,73,101
23086,"Byrd, Tracy",Put Your Hand In Mine,73,101
23087,Metallica,I Disappear,73,101
23088,Jay-Z,Hey Papi,73,101
23089,Fatboy Slim,The Rockafeller Skank,73,101
23090,"Levert, Gerald",Mr. Too Damn Good,73,101
23091,"McKnight, Brian",Stay Or Let It Go,73,101
23092,"Allan, Gary",Smoke Rings In The Dark,73,101
23093,Ginuwine,The Best Man I Can Be,73,101
23094,Before Dark,Monica,73,101
23095,"Estefan, Gloria",No Me Dejes De Querer,73,101
23096,Stone Temple Pilots,Sour Girl,73,101
23097,Montgomery Gentry,Daddy Won't Sell The Farm,73,101
23098,"Cyrus, Billy Ray",You Won't Be Lonely Now,73,101
23099,Clark Family Experience,Meanwhile Back At The Ranch,73,101
23100,"Thomas, Carl",Summer Rain,73,101
23101,"Yearwood, Trisha",Real Live Woman,73,101
23102,Trick Daddy,Shut Up,73,101
23103,"Moore, Chante",Straight Up,73,101
23104,Cam'ron,What Means The World To You,73,101
23105,Juvenile,U Understand,73,101
23106,"Hollister, Dave",Can't Stay,73,101
23107,Tamia,Can't Go For That,73,101
23108,LFO,West Side Story,73,101
23109,"Paisley, Brad",Me Neither,73,101
23110,"Carter, Torrey",Take That,73,101
23111,2Ge+her,The Hardest Part Of Breaking Up (Is Getting Back Your Stuff),73,101
23112,Madison Avenue,Don't Call Me Baby,73,101
23113,Eve,Got It All,73,101
23114,Limp Bizkit,Re-Arranged,73,101
23115,"Spencer, Tracie",Still In My Heart,73,101
23116,Nu Flavor,3 Little Words,73,101
23117,Tamar,If You Don't Wanna Love Me,73,101
23118,"Levert, Gerald",Baby U Are,73,101
23119,"Hart, Beth",L.A. Song,73,101
23120,"Diffie, Joe",The Quittin' Kind,73,101
23121,Funkmaster Flex,Do You,73,101
23122,"Price, Kelly",Love Sets You Free,73,101
23123,En Vogue,Riddle,73,101
23124,"Herndon, Ty",No Mercy,73,101
23125,Anastacia,I'm Outta Love,73,101
23126,Trina,Pull Over,73,101
23127,Lil' Mo,Ta Da,73,101
23128,A*Teens,Dancing Queen,73,101
23129,"Sheist, Shade",Where I Wanna Be,73,101
23130,De La Soul,All Good?,73,101
23131,"Larrieux, Amel",Get Up,73,101
23132,"Braxton, Toni",Spanish Guitar,73,101
23133,Tuesday,I Know,73,101
23134,LL Cool J,Imagine That,73,101
23135,Master P,Souljas,73,101
23136,Ghostface Killah,Cherchez LaGhost,73,101
23137,"Smith, Will",Freakin' It,73,101
23138,Zombie Nation,Kernkraft 400,73,101
23139,"Eastsidaz, The",Got Beef,73,101
23140,Fragma,Toca's Miracle,73,101
23141,Destiny's Child,Independent Women Part I,74,101
23142,Santana,"Maria, Maria",74,101
23143,Savage Garden,I Knew I Loved You,74,101
23144,Madonna,Music,74,101
23145,"Aguilera, Christina",Come On Over Baby (All I Want Is You),74,101
23146,Janet,Doesn't Really Matter,74,101
23147,Destiny's Child,Say My Name,74,101
23148,"Iglesias, Enrique",Be With You,74,101
23149,Sisqo,Incomplete,74,101
23150,Lonestar,Amazed,74,101
23151,N'Sync,It's Gonna Be Me,74,101
23152,"Aguilera, Christina",What A Girl Wants,74,101
23153,Vertical Horizon,Everything You Want,74,101
23154,Creed,With Arms Wide Open,74,101
